,0,1
0,-0.222589519976,0.483611428633
1,-0.161023459278,0.485273126822
2,0.555689406277,-0.25322972698
3,-0.144342787485,0.0169625374359
4,-1.01744805811,-0.634359449832
5,0.669804844215,0.497411154861
6,-0.870166289251,0.245325879958
7,-0.982998743885,0.0439378880544
8,-0.701506193834,0.682435243861
9,0.205160993677,-0.896504925828
10,0.258038271082,0.759926971984
11,0.442943354264,-0.794064834856
12,0.305717077989,0.196935910716
13,0.238234277896,0.565854811192
14,-0.415631171662,-0.31353239551
15,-0.620837175275,-0.110117284043
16,-0.204782726818,-0.856265763697
17,-0.539256421436,-0.784614284102
18,0.0845473444052,-0.649936397681
19,-0.373265051936,0.609637221446
20,0.119228990348,0.0146971344292
21,0.864256038377,-0.149766668636
22,0.742812718985,0.131238560033
23,-0.213798486937,-0.332325301541
24,0.782286516224,0.106021265365
25,-0.521042321392,0.0144682716713
26,-0.524927663152,-0.543131656735
27,-0.766186746374,0.354149057363
28,0.537617765248,-0.377245504315
29,-0.20587614862,0.561666733256
30,-0.991863051269,-0.358807540272
31,-0.409280681966,0.0624339400136
32,0.765269029164,-0.943435977912
33,0.66107326049,0.0897861614018
34,0.150864402996,0.889461823219
35,-0.767903237325,-0.471182320248
36,-0.564365830812,-0.08678953442
37,0.135190269823,0.431256498898
38,-0.918391037288,-0.172210609869
39,0.824079219027,-0.0992839017817
40,0.610775988152,-0.800509836632
41,-0.445106114868,0.446324328171
42,0.218239023982,-0.138164125086
43,0.313358550293,0.517467156479
44,0.770547968306,-0.143759225763
45,0.260749947089,-0.261548889832
46,0.829630279507,-0.0631020646297
47,-0.203423468814,0.85447306534
48,-1.02054688639,-0.360527268917
49,0.65194168888,-0.121572751647
50,-0.327696679513,0.151163378033
51,-0.215117816206,-0.365462218109
52,-0.492522840112,-0.398378505828
53,0.823854608783,0.894876412697
54,-0.826808256907,0.446358315537
55,0.291055925057,0.237467880607
56,-0.958782758794,-0.477561618966
57,0.467736289984,-0.0328557922271
58,-0.976692759804,0.0285616596311
59,0.67114031157,0.73237105756
60,0.772782459634,0.0301953194716
61,-0.0905342708052,-0.535780193668
62,0.707685694426,0.575244900442
63,0.702680278085,-0.572579518816
64,-0.828663585872,0.37242068648
65,0.801832903886,0.8086840808
66,0.0327934921974,0.259740987906
67,-0.800307064501,-0.47389387942
68,0.0510325048541,0.737068321606
69,-0.0561899938201,0.160947037946
70,-0.91339657945,0.904838535469
71,-0.0396150046868,-0.703928592793
72,-0.346527505493,0.00214522961036
73,-0.747440832088,-0.631175801152
74,0.80732435925,0.720635730143
